word,sentiment,class
Notes,Haha,Education
Round,Neutral,Sports and Recreation
Deterioration,Fear,Health and Fitness
Bill,Fear,Work and Career
Conspiracies,Conspiracies,Current Events
Extremely,Troubling,Sports and Recreation
Athawley,Troubling,Sports and Recreation
Insert,Run,Technology and Gadgets
Program,Run,Technology and Gadgets
Improvement,Improvement,Personal Growth and Development
Polish,Improvement,Culture and Society
Ampl,Neutral,Technology and Gadgets
Drive,Laughing,Work and Career
Revenue,Laughing,Work and Career
Groupmind,Sigh,Culture and Society
Attach,Neutral,Technology and Gadgets
Deny,Neutral,Philosophy and Ethics
Everyone,Apologize,Culture and Society
Alex,Apologize,Personal Information
Calculate,Neutral,Work and Career
Frightening,Intense,Nature and Environment
Maneuvering,Intense,Work and Career
Atevavlaar,Neutral,Food and Dining
Misunderstanding,Apologize,Relationships
Meaningful,Apologize,Personal Growth and Development
Constitution,Attack,Culture and Society
Federal,Attack,Current Events
Videocall,Communicate,Technology and Gadgets
Forgotten,Neutral,Education
Belongs,Neutral,Health and Fitness
Weaponize,Suppression,Culture and Society
Suppress,Suppression,Culture and Society
Shameful,Suppression,Philosophy and Ethics
Pervade,Optimistic,Philosophy and Ethics
Optimistic,Optimistic,Personal Growth and Development
Dysfunction,Optimistic,Relationships
Livestream,Promote,Technology and Gadgets
Morgan,Promote,Home and Family
Stanley,Promote,Home and Family
Metooed,Neutral,Culture and Society
Moral,Neutral,Philosophy and Ethics
Denigrate,Neutral,Culture and Society
Congratulates,Neutral,Relationships
Steadfast,Admiration,Philosophy and Ethics
Withheld,Wrong,Personal Information
Cohen,Neutral,Culture and Society
Credibility,Questioning,Work and Career
Stake,Questioning,Sports and Recreation
Claimed,Disrespect,Culture and Society
Aghast,Shocking,Culture and Society
Shocking,Shocking,Current Events
Mislead,Misled,Culture and Society
Hired,Changes,Work and Career
Contract,Neutral,Work and Career
Ahead,Approved,Personal Growth and Development
Calling,Neutral,Relationships
Offending,Neutral,Culture and Society
Date,Neutral,Relationships
Alas,Neutral,Philosophy and Ethics
Careful,Careful,Health and Fitness
Helpful,Helpful,Personal Growth and Development
Atzubym,Neutral,Sports and Recreation
Weaponization,Encouraging,Culture and Society
Suspensions,Encouraging,Sports and Recreation
Robbed,Neutral,Culture and Society
Collaborating,Collaborating,Work and Career
Leading,Collaborating,Work and Career
Rewrite,Rewrite,Work and Career
Brittle,Rewrite,Food and Dining
Blackmail,Suspended,Culture and Society
Suspended,Suspended,Work and Career
BronwynWilliams,Concerning,Personal Growth and Development
JordanB,Neutral,Sports and Recreation
Jordan,neutral,Sports and Recreation
Peterson,neutral,Work and Career
Fixed,Neutral,Work and Career
Shortly,Neutral,Current Events
Atbillfoxla,Excited,Hobbies and Interests
Difference,Neutral,Culture and Society
Organize,Neutral,Work and Career
Label,Neutral,Fashion and Style
Betrayed,Betrayed,Relationships
Fauci,Betrayed,Health and Fitness
Unfair,Unfair,Culture and Society
Discriminate,Unfair,Culture and Society
FoxNews,Unfair,Current Events
Admit,Neutral,Relationships.
Trolls,Neutral,Entertainment
Fun,Neutral,Hobbies and Interests
Censored,Neutral,Culture and Society
Takeover,Neutral,Work and Career
Centrist,Neutral,Culture and Society
Snow,Neutral,Nature and Environment
TeslaOwners,Neutral,Technology and Gadgets
Organization,Neutral,Work and Career
Nurturing,Neutral,Home and Family
Paradise,Neutral,Travel
Divide,Neutral,Work and Career
Planck,Neutral,Technology and Gadgets
Arguably,Neutral,Philosophy and Ethics
blowing,Neutral,Nature and Environment
Accurately,Neutral,Work and Career
Weighing,Neutral,7. Health and Fitness
Mice,Neutral,Pets and Animals
N,Neutral,Nature and Environment
M,Laughter,Nature and Environment
Reinforce,Neutral,Work and Career
Validate,Neutral,Work and Career
Atanammostarac,Neutral,Nature and Environment
Observe,Neutral,Philosophy and Ethics
note,Neutral,Technology and Gadgets
watch,Neutral,Technology and Gadgets
detect,Neutral,Technology and Gadgets
with,Neutral,Relationships
Prime,Neutral,Current Events
eyes,Neutral,Health and Fitness
Rename,Neutral,Work and Career
Backlash,Backlash,Culture and Society
Debate,Backlash,Culture and Society
Discovering,Neutral,Travel
Exploring,Neutral,Travel
WhaleCoin,Neutral,Technology and Gadgets
Message,Endorse,Relationships
Panic,Neutral,Health and Fitness
Nurture,Neutral,Relationships
Preserve,Neutral,Nature and Environment
Mourn,Neutral,Culture and Society
Finding,Agreeing,Personal Growth and Development
Positioning,Agreeing,Work and Career
Sabotage,Neutral,Work and Career
Visit,Educational,Travel
Throw,Neutral,Sports and Recreation
Disinformation,Neutral,Culture and Society
Guilty,Neutral,Philosophy and Ethics
Typing,Typing,Technology and Gadgets
Thumbs,Typing,Technology and Gadgets
Hurt,Typing,Relationships
Aim,later,Personal Growth and Development
Climate,Support,Current Events
are,Neutral,Philosophy and Ethics
connect,Neutral,Relationships
share,Neutral,Relationships
Craving,"Getting, ready, for, the, game, and, feeling, optimistic",Food and Dining
Denounce,Negative,Culture and Society
Construct,Cool,Technology and Gadgets
Glyph,Discover,Technology and Gadgets
Distribute,Neutral,Work and Career
Claiming,Neutral,Work and Career
Distributing,Neutral,Work and Career
Atboardroom,Inspiration,Work and Career
Atmsu,Inspiration,Technology and Gadgets
GEC,Neutral,Technology and Gadgets
Severity,Realize,Health and Fitness
Situation,Realize,Culture and Society
Advising,Neutral,Work and Career
Cheerleading,Neutral,Sports and Recreation
Useful,Originality,Work and Career
Originality,Originality,Art and Creativity
Disturbing,Disturbing,Culture and Society
Far,Neutral,Current Events
Ascent,Neutral,Sports and Recreation
Campaigning,Goal,Current Events
Mobilizing,Goal,Work and Career
Rally,Goal,Sports and Recreation
Crashing,Neutral,Sports and Recreation
Rendering,Neutral,Technology and Gadgets
RichardDaw,Insane,Work and Career
Appreciated,Appreciated,Personal Growth and Development
Cruise,Neutral,Travel
Level,Neutral,Work and Career
Died,Decline,Current Events
Freefall,Decline,Sports and Recreation
Expressing,Neutral,Personal Growth and Development
Raise,Efficient,Home and Family
Drops,Efficient,Nature and Environment
Copper,Efficient,Technology and Gadgets
Include,Neutral,Technology and Gadgets
Account,Funny,Work and Career
Assume,neutral,Work and Career
Presentation,Late,Work and Career
Atquantumverd,Neutral,Technology and Gadgets
Attwitter,Neutral,Technology and Gadgets
Billym,Praise,Sports and Recreation
Flag,Crazy,Culture and Society
Drink,Crazy,Food and Dining
Taste,Neutral,Food and Dining
Atneon,Neutral,Technology and Gadgets
Intense,Neutral,Work and Career
Gear,Neutral,Technology and Gadgets
Torque,Neutral,Technology and Gadgets
Photo,Misleading,Technology and Gadgets
TeslaAIBot,Misleading,Technology and Gadgets
Opinionate,Neutral,Philosophy and Ethics
Infer,Overcome,Philosophy and Ethics
Dependent,Impressive,Home and Family
Overcome,Overcome,Personal Growth and Development
Adapting,Adapting,Personal Growth and Development
Kindness,Praising,Philosophy and Ethics
Toyota,Praising,Work and Career
Ignition,Neutral,Technology and Gadgets
Signal,Enthusiastic,Technology and Gadgets
Illegal,Restrict,Culture and Society
Pinion,Restrict,Philosophy and Ethics
Destroyed,Trench,Current Events
Available,Trench,Work and Career
Trench,Trench,Travel
Offensive,Defend,Culture and Society
Atwar,Neutral,Current Events
Mapping,Neutral,Technology and Gadgets
Surrounding,Neutral,Nature and Environment
Nourish,Neutral,Health and Fitness
Reinvesting,Neutral,Work and Career
Articulate,Articulate,Art and Creativity - 17
Realistic,Articulate,Personal Growth and Development
Willing,Articulate,Personal Growth and Development
Occupy,Exploration,Culture and Society
Humanity,Exploration,Culture and Society.
Render,Neutral,Technology and Gadgets
Satellite,Neutral,Technology and Gadgets
Vastly,Concern,Nature and Environment
Stinky,Frustration,Pets and Animals
FBI,Neutral,Culture and Society
Diplomats,Peace,Culture and Society
War,Peace,Current Events
Bacteria,Powered,7. Health and Fitness
Atlukewearechange,Positive,Culture and Society
Starlink,Launch,Technology and Gadgets
Necessary,Neutral,Home and Family
Tricky,Neutral,Philosophy and Ethics
Propulsive,Neutral,Sports and Recreation
Landing,Neutral,Sports and Recreation
Astronaut,Neutral,Work and Career
Legitimize,Laughing,Culture and Society
Admitting,Recanting,Relationships
Rightists,Recanting,Culture and Society
Hire,Neutral,Work and Career
Aspire,Aspire,Personal Growth and Development
Quote,Neutral,Culture and Society
Back,Neutral,Sports and Recreation
Paige,Neutral,Fashion and Style
Slam,Neutral,Sports and Recreation
Things,Neutral,Technology and Gadgets
Prefer,Neutral,Hobbies and Interests
Acclaimed,Neutral,Entertainment
Recommending,Neutral,Work and Career
Prevent,Neutral,Health and Fitness
Dumping,Neutral,Current Events
Fascinate,Neutral,Entertainment
create,Neutral,Art and Creativity
develop,Neutral,Personal Growth and Development
programs,Neutral,Work and Career
robots,Neutral,Technology and Gadgets
Autom,Neutral,Technology and Gadgets
Tiny,Fascinate,Technology and Gadgets
Decrease,Decrease,Health and Fitness
Relevance,Decrease,Current Events
Life,Neutral,Personal Growth and Development
Swim,Neutral,Health and Fitness
Makes,Neutral,Work and Career
Pretzels,Neutral,Food and Dining
Bernie,Impressed,Current Events
NASA,Exciting,Current Events
Bit,Existential,Technology and Gadgets
Angst,Existential,Philosophy and Ethics
Elite,Neutral,Work and Career
Ferguson,Agree,Current Events
Disproportionate,neutral,Culture and Society
Partner,Neutral,Relationships
Atibuildthecloud,Neutral,Technology and Gadgets
Racist,Racist,Culture and Society
Repay,Debt,Work and Career
Relieve,Debt,Health and Fitness
Reinvest,Debt,Work and Career
Ateneza,Neutral,Education
NBCSNL,Compliment,Entertainment
Hangover,Humorous,Health and Fitness
Rewatching,Enjoying,Entertainment
Brothers,Enjoying,Home and Family
Grading,Neutral,10. Education
ATGECT,Neutral,Technology and Gadgets
question,Neutral,Philosophy and Ethics
answered,Neutral,Work and Career
as,Neutral,Philosophy and Ethics
provided,Neutral,Work and Career
link,Neutral,Technology and Gadgets
invalid,Neutral,Technology and Gadgets
Tweets,Neutral,Current Events
Confuses,Neutral,Philosophy and Ethics
Valuation,Investing,Work and Career
Lunch,Investing,Food and Dining
Starts,Neutral,Sports and Recreation.
Atgurgavin,Neutral,Hobbies and Interests
Yikes,Yikes,Personal Growth and Development
Smokeawayyy,Yikes,Health and Fitness
Name,Modify,Personal Information
Distinguishing,Complimenting,Culture and Society
Climb,Neutral,Sports and Recreation
Struggle,Neutral,Personal Growth and Development
Dogecoin,Neutral,Technology and Gadgets
does,Neutral,Philosophy and Ethics
appear,Neutral,Work and Career
contain,Neutral,Technology and Gadgets
actionable,Neutral,Work and Career
it,Neutral,Current Events
appears,Neutral,Culture and Society
Save,Neutral,20. Nature and Environment
Defeating,Neutral,Personal Growth and Development
Actually,Neutral,Philosophy and Ethics
IRA,Reduction,Work and Career
Republican,Reduction,Culture and Society
Anti,Fight,Culture and Society
Liberate,Neutral,Culture and Society
Viking,Neutral,Sports and Recreation
Energy,Neutral,Health and Fitness
Protecting,Freedom,Health and Fitness
Twister,Neutral,Sports and Recreation
interpreted,Neutral,Culture and Society
meaningfully,Neutral,Personal Growth and Development
Election,Neutral,Current Events
Coup,Neutral,Food and Dining
Assessment,Neutral,Work and Career
Attesmanian,Neutral,Culture and Society
Jail,Neutral,11. Culture and Society
Kids,Neutral,Home and Family
Put,Neutral,Work and Career
Reverted,Reverted,Culture and Society
Engagement,Reverted,Relationships
Blocked,Reverted,Technology and Gadgets
Ca,Neutral,Nature and Environment
nt,Neutral,Technology and Gadgets
Atdogeofficialce,Neutral,Work and Career
Aviation,Admiring,Travel
Lying,Shame,Philosophy and Ethics
Providing,Shame,Work and Career
Threaten,Suspension,Culture and Society
Act,Suspension,Culture and Society
Joking,Humorous,Entertainment
Dad,Humorous,Home and Family
Unblock,Positive,Technology and Gadgets
Ramp,Challenge,Sports and Recreation
Distur,Disturbing,Relationships
Stalin,Approving,Culture and Society
Feature,Approving,Current Events
Spicy,Excited,Food and Dining
Onlygans,Excited,Food and Dining
Uniting,Neutral,Culture and Society
Interact,Neutral,Relationships
Warn,Neutral,Current Events
Relative,Neutral,Home and Family
Angels,Neutral,Culture and Society
Affects,Neutral,Health and Fitness
like,Neutral,Hobbies and Interests
probably,Neutral,Philosophy and Ethics
remaining,Neutral,Personal Growth and Development
Atscottadamssays,Neutral,Philosophy and Ethics
Engineering,Impressive,Work and Career
Cybertruck,Impressive,Technology and Gadgets
Wealthy,Neutral,Culture and Society
Influential,Neutral,Culture and Society
Stay,Hope,Home and Family
Restructuring,Restructuring,Work and Career
Congress,Restructuring,Current Events
Executive,Restructuring,Work and Career
establish,Neutral,Work and Career
relationship,Neutral,Relationships (8)
between,Neutral,Relationships
two,Neutral,Relationships
more,Neutral,Home and Family
people,Neutral,Culture and Society
Foundation,Neutral,Work and Career
Nuland,Neutral,Current Events
Strategize,Neutral,Work and Career
Significance,Neutral,Philosophy and Ethics
Atel,Neutral,Art and Creativity
Confessed,Confessed,Relationships
Let,Confessed,Nature and Environment
High,Confessed,Education
Judgment,Neutral,Philosophy and Ethics
MeToo,Neutral,Culture and Society
Cloak,Neutral,Fashion and Style
MattTa,Neutral,Work and Career
Atoz,Approval,Hobbies and Interests
Succeeding,Neutral,Work and Career
AtWall,Stakes,Personal Growth and Development
Discredit,Thinking,Culture and Society
Research,Neutral,Work and Career
TomTibi,Humorous,Hobbies and Interests
Goodman,Neutral,Culture and Society
FreeBeacon,Neutral,Current Events
AtmuskUniversity,Neutral,Education
Mentions,Neutral,Current Events
Combatting,Celebratory,Health and Fitness
Generalize,Celebratory,Culture and Society
Honesty,Trolling,Philosophy and Ethics
Humility,Trolling,Philosophy and Ethics
Convey,Neutral,Work and Career
Gravitas,Neutral,Philosophy and Ethics
Attesl,Neutral,Work and Career
Market,Neutral,Current Events
Teach,Neutral,Education
Blatantly,Scolding,Culture and Society
Canceling,Scolding,Current Events
Scolding,Scolding,Home and Family
Reason,Engineering,Philosophy and Ethics
Delayed,Delayed,Current Events
Acquired,Want,Work and Career
Worlds,Want,Culture and Society
interview,Tired,Work and Career
tired,Tired,Health and Fitness
Taking,Discarding,Work and Career
Discarding,Discarding,Philosophy and Ethics
Marx,Neutral,11. Culture and Society
Atadamlowisz,Mentioning,Sports and Recreation
Encouraging,Mentioning,Personal Growth and Development
Motivating,Mentioning,Personal Growth and Development
AlivBoeree,Laughter,Personal Growth and Development
Collection,Laughter,Hobbies and Interests
Archiving,Neutral,Technology and Gadgets
Hon,Neutral,Culture and Society
Filtering,Optimize,Technology and Gadgets
Atdavids,Neutral,Work and Career
Self,Neutral,Personal Growth and Development
Reflect,Neutral,Personal Growth and Development
Attroonyto,Neutral,Sports and Recreation
Accountability,Neutral,Work and Career
Agreed,Agreed,Relationships
Atjaromebellva,Agreed,Hobbies and Interests
Questionable,Uneasy,Philosophy and Ethics
Bypass,Uneasy,Health and Fitness
Imagine,Neutral,Art and Creativity
Hands,Neutral,Health and Fitness
Unavoidable,Neutral,Current Events
Atsriramk,Neutral,Sports and Recreation
Sent,Neutral,Philosophy and Ethics
Strategic,Defending,Work and Career
Defending,Defending,Sports and Recreation
Imperative,Defending,Philosophy and Ethics
Suggested,Neutral,17. Art and Creativity
Contemplate,Neutral,Philosophy and Ethics
Smart,Neutral,Technology and Gadgets
Expert,Neutral,Work and Career
Moderation,Moderation,Philosophy and Ethics
Content,Moderation,Work and Career
Especially,Moderation,Philosophy and Ethics
Harmful,Moderation,Health and Fitness
Criticizing,Neutral,Culture and Society
Documenting,Neutral,Work and Career
Secure,Secure,Technology and Gadgets
Tariq,Secure,Relationships
Jogging,Welcome,Health and Fitness.
Walking,Welcome,Health and Fitness
Setting,Welcome,Home and Family
Defense,Innovative,Sports and Recreation
Tag,Neutral,Sports and Recreation
Favorite,Neutral,Hobbies and Interests
Partition,Neutral,Culture and Society
Scammed,Fraudulent,Relationships
Fake,Fraudulent,Culture and Society
Hates,Ironic,Philosophy and Ethics
Safer,Safe,Health and Fitness
Commercial,Safe,Work and Career
Airlines,Safe,Travel
Today,Launch,Current Events
Second,Launch,Current Events
Advertiser,Neutral,Work and Career
Activists,Neutral,Culture and Society
Choose,Neutral,Art and Creativity
Embarrassing,Embarrassing,Relationships
Atelexchaomander,Embarrassing,Food and Dining
Shop,Neutral,Fashion and Style
Atsirineati,Improving,Culture and Society
Apologies,Neutral,Relationships
Genius,Neutral,Education
Invent,Neutral,Technology and Gadgets
Finest,Neutral,Food and Dining
Gravestone,Neutral,11. Culture and Society
Commending,Neutral,Work and Career
Expect,Expect,Relationships
Adjust,Interesting,Personal Growth and Development
Attedmund,Neutral,Work and Career
Tom,Neutral,Home and Family
Match,Neutral,Sports and Recreation
Reading,Neutral,Education
Lag,Fixed,Sports and Recreation
Atjim,Crisis,Culture and Society
Crisis,Crisis,Current Events
Reaffirm,Neutral,Philosophy and Ethics
GPT,Neutral,Technology and Gadgets
Code,Neutral,Technology and Gadgets
Ratio,Neutral,Education
Corrective,Improve,Health and Fitness
Tying,Improve,Hobbies and Interests.
Usage,Neutral,Technology and Gadgets
Legally,Disgruntled,Work and Career
Come,Close,Relationships
Boost,Neutral,Health and Fitness
Intend,Neutral,Relationships
Ancient,Neutral,Culture and Society
Atteslaowners,Neutral,Technology and Gadgets
Chat,Resentful,Relationships
Mainstream,Resentful,Culture and Society
Media,Resentful,Current Events
Atcing,Neutral,Sports and Recreation
Playground,Neutral,Sports and Recreation
Grey,Neutral,Fashion and Style
Yet,Neutral,Philosophy and Ethics
Power,Neutral,Work and Career
Civilization,Neutral,Culture and Society
Utilize,Harness,Work and Career
Present,Controls,Current Events
Mexican,Moderate,Culture and Society
Recall,Neutral,Work and Career
Anachronistic,Neutral,Culture and Society
Liking,Laughing,Hobbies and Interests
Disclosing,Laughing,Personal Information
Mashable,Neutral,Current Events
Principle,Agree,Philosophy and Ethics
Shock,Shocking,Current Events
Haywire,Shocking,Technology and Gadgets
Kills,Shocking,Sports and Recreation
Mistakes,Imperfect,Personal Growth and Development
Imperfect,Imperfect,Philosophy and Ethics
Crush,Laughing,Relationships
Tests,Laughing,Education
Building,Neutral,Work and Career
Caring,Neutral,Relationships
Possibly,Neutral,Philosophy and Ethics
Atliv,Neutral,Sports and Recreation
Doom,Neutral,Technology and Gadgets
Steven,Neutral,Personal Information
Mark,Neutral,Work and Career
Happy,Support,Personal Growth and Development
Aiming,Aiming,Work and Career
Seemed,Neutral,Personal Growth and Development
delighted,Positive,Hobbies and Interests
clariefield,Positive,Sports and Recreation
reads,Positive,Entertainment
Numbers,Neutral,Education
Eco,Neutral,Nature and Environment
friendly,Neutral,Relationships
Offer,Discover,Work and Career
Private,Neutral,Personal Information
Liv,Neutral,Home and Family
Pinned,Positive,Hobbies and Interests
Lists,Positive,Work and Career
Join,Neutral,Work and Career
Skiing,Neutral,Sports and Recreation
Happened,Neutral,Current Events
amazing,Collaboration,Hobbies and Interests
Driving,Impressive,Sports and Recreation
Atalifar,Impressive,Culture and Society
Articles,Laughing,Current Events
Monitoring,Enjoyment,Technology and Gadgets
Fiction,Enjoyment,Entertainment
Civilizations,Neutral,Culture and Society
Ghost,Neutral,Culture and Society
Turns,Refreshing,Sports and Recreation
Blow,Refreshing,Sports and Recreation
Substitute,Neutral,Work and Career
Mass,Neutral,Current Events
Airbnb,Neutral,Travel
Respectful,Respectful,Relationships
Rip,RIP,Sports and Recreation
Search,Neutral,Technology and Gadgets
Lincoln,Neutral,Current Events
Contributing,Contributions,Relationships
Immigrating,Contributions,Culture and Society
Favor,Supportive,Fashion and Style
Screening,Supportive,Technology and Gadgets
Navigate,Supportive,Travel
Fixing,Proud,Technology and Gadgets
Positivity,Hope,Personal Growth and Development
Stardust,Neutral,Entertainment
Nice,Neutral,Relationships
Request,Requesting,Work and Career
Ease,Neutral,Home and Family
Biden,Neutral,Current Events
Atsahil,Laughing,Sports and Recreation
Bowl,Entertaining,Food and Dining
Halftime,Entertaining,Sports and Recreation
Lobbying,Neutral,Culture and Society
Exercise,Difficult,7. Health and Fitness
Turn,Difficult,Sports and Recreation
Visiting,Hope,Travel
Atdogeofficialceo,Neutral,Work and Career
Station,Neutral,Travel
Swallow,Escalation,20. Nature and Environment
Connectivity,Escalation,Technology and Gadgets
Supervised,Neutral,Work and Career
Improved,Improved,Personal Growth and Development
Dropped,Improved,Education
Filter,Neutral,Technology and Gadgets
Playful,Neutral,Sports and Recreation
Searching,Searching,Technology and Gadgets
Pretty,Searching,Fashion and Style
Snacks,Searching,Food and Dining
Feeding,Neutral,Food and Dining
Engineers,Neutral,Work and Career
Vector,Problematic,Technology and Gadgets
Manipulation,Neutral,Philosophy and Ethics
Anecdotally,Neutral,Culture and Society
Expected,Neutral,Work and Career
Loud,Neutral,Entertainment
Contextually,Amazingly,Culture and Society
Overloaded,Addressed,Work and Career
Fanout,Addressed,Hobbies and Interests
Buckse,Approval,Sports and Recreation
Atclown,Positive,Hobbies and Interests
Launchpad,Exciting,Technology and Gadgets
Implicate,Neutral,Culture and Society
Atjaxmicrowave,Neutral,Technology and Gadgets
Cooking,Neutral,Food and Dining
Sustained,Compelling,Health and Fitness
Solar,Praise,Current Events
Version,Envision,Technology and Gadgets
Periscope,Envision,Technology and Gadgets
Atevaf,Positive,Food and Dining
Actively,Believe,Work and Career
Thorough,Condemning,Work and Career
Housecleaning,Condemning,Home and Family
Throttle,Neutral,Technology and Gadgets
Doritos,Neutral,Food and Dining
Atdriveteslaca,Neutral,Sports and Recreation
Roads,Neutral,Travel
Corrupt,Corrupt,Culture and Society
Capturing,Creating,Art and Creativity
Format,Neutral,Technology and Gadgets
Exist,Optimistic,Philosophy and Ethics
Us,Excitement,Culture and Society
Mars,Excitement,Current Events
Attempting,neutral,Work and Career
Static,neutral,Technology and Gadgets
Journalists,Inform,2. Current Events
Atb,Neutral,Sports and Recreation
Morrows,Neutral,Current Events
no,Neutral,Philosophy and Ethics
Felt,Stasi,art and creativity
Heat,Stasi,Health and Fitness
Placed,Laughing,Work and Career
LMA,Laughing,Home and Family
Adderall,Grumpy,Health and Fitness
Grumpy,Grumpy,Home and Family
Reenable,Reenabled,Technology and Gadgets
Reaching,Neutral,Personal Growth and Development
ATFON,Neutral,Technology and Gadgets
Unblemished,Neutral,Health and Fitness
Evolving,Neutral,Personal Growth and Development
CharlieBile,Neutral,Home and Family
Able,Limited,Personal Growth and Development
Cracks,Neutral,Sports and Recreation
Voxel,Neutral,Technology and Gadgets
Measure,Practical,Health and Fitness
Sustainable,Bright,Nature and Environment
Swaying,Propaganda,Culture and Society
Prop,Propaganda,Culture and Society
Adventure,Neutral,Travel
Accepting,Accepting,Relationships
Imposing,Accepting,Culture and Society
Values,Accepting,Philosophy and Ethics
Amend,Avoid,Relationships
Arrested,Silly,Culture and Society
Ateva,Agree,Food and Dining
Corrected,Corrected,Relationships
Lack,Neutral,Health and Fitness
Base,Neutral,Sports and Recreation
Maslows,Neutral,Personal Growth and Development
Guess,Enjoyment,Hobbies and Interests
He,Neutral,Health and Fitness
d,Neutral,Nature and Environment
Worry,Neutral,Relationships
Satan,Neutral,Culture and Society
Atclownworld,Neutral,Entertainment
Win,Luck,Sport and Recreation
Luck,Luck,Philosophy and Ethics
Atmkbhd,Neutral,Technology and Gadgets
Vibes,Neutral,Relationships
Face,Neutral,Home and Family
Everywhere,Neutral,Travel
Plot,Fear,Culture and Society
Masterminded,Fear,Work and Career
Supposed,Neutral,Philosophy and Ethics
Atrepthomasmassie,Neutral,Hobbies and Interests
Yes,Neutral,Philosophy and Ethics
Scroll,Neutral,Technology and Gadgets
Computer,Neutral,Technology and Gadgets
Oh,Neutral,Hobbies and Interests
ChiefNerd,Neutral,Work and Career
Detail,Neutral,Work and Career
Everybody,Neutral,Culture and Society
Attyrom,Neutral,Philosophy and Ethics
Line,Neutral,Sports and Recreation
Safeguard,Threaten,Technology and Gadgets
Loss,Sad,Relationships
Soon,Approved,Current Events
Researching,Neutral,Work and Career
Attittertakeover,Thanks,Technology and Gadgets
Atshopify,Thanks,Technology and Gadgets
Financially,Neutral,Work and Career
Approvals,Patience,Work and Career
Disponibile,Neutral,Work and Career
Italia,Neutral,Travel
Worried,Worried,Relationships
Sustain,Engagement,Nature and Environment
Uphold,Neutral,Philosophy and Ethics
Fulfill,Appreciated,Personal Growth and Development
Documentary,Neutral,Entertainment
Clarify,Neutral,Philosophy and Ethics
Enabling,Good,Personal Growth and Development
Produce,Neutral,Food and Dining
Red,Neutral,Fashion and Style
Rocket,Neutral,Technology and Gadgets
Breaking,Neutral,Current Events
Ship,Hopeful,Travel
Unlike,Producing,Culture and Society
Salute,Neutral,12. Sports and Recreation
happened,Disappointment,Current Events
Scam,Awaiting,Relationships
Skeptical,Neutral,Philosophy and Ethics
Lacking,Neutral,Philosophy and Ethics
Tagging,Neutral,17. Art and Creativity
Forge,Neutral,Hobbies and Interests
Aterika,Neutral,Culture and Society
California,Neutral,Travel
Unanimous,Appreciative,Culture and Society
Innocence,Appreciative,Philosophy and Ethics
Appreciative,Appreciative,Personal Growth and Development
Corrupted,Sad,Technology and Gadgets
Sunset,Sad,Nature and Environment
Eligible,Neutral,Work and Career
Suck,Sigh,Relationships
Tweak,Improvement,Technology and Gadgets
Removable,Improvement,Technology and Gadgets
Production,Improvement,Work and Career
Congrats,Appreciate,Relationships
Cost,Neutral,Work and Career
Falcon,Celebrate,Sports and Recreation
Margin,Wary,Work and Career
Mobilize,Effective,Work and Career
Fit,Inspiring,Health and Fitness
Floor,Inspiring,Home and Family
Atleighwolf,Concern,Pets and Animals
Describe,Accurate,Personal Growth and Development
Approach,Opinionated,Personal Growth and Development
Reviewing,Incredible,Work and Career
Producing,Incredible,Work and Career
Identifying,Trouble,Personal Growth and Development
Advise,Neutral,Philosophy and Ethics
Babylon,Accurate,Culture and Society
Doubt,Neutral,Philosophy and Ethics
AtStillGray,Investigating,Philosophy and Ethics
Befriending,Positive,Relationships
Attarabull,Neutral,Sports and Recreation
Fission,Neutral,Technology and Gadgets
Geothermal,Neutral,Health and Fitness
Solution,Neutral,Relationships
Combine,Sustainable,Technology and Gadgets
Indistinguishable,Neutral,Culture and Society
Escalating,Escalating,Current Events
Quickly,Escalating,Work and Career
Meeting,Aligned,Work and Career
Transparency,Aligned,Culture and Society
Transformational,Aligned,Personal Growth and Development
Orchestrate,Neutral,Hobbies and Interests
Making,Neutral,Work and Career
Hurting,Neutral,Relationships
Looking,Neutral,Work and Career
Simultane,Neutral,Technology and Gadgets
Empowering,Positive,Personal Growth and Development
Woodcock,Ironic,Sports and Recreation
Depart,Neutral,Travel
Violate,Violate,Philosophy and Ethics
Threats,Violate,Culture and Society
Energize,Neutral,Health and Fitness
Norris,Neutral,Sports and Recreation
OK,Neutral,Technology and Gadgets
Recover,Neutral,Health and Fitness
Chuck,Neutral,Sports and Recreation
Funds,Neutral,Work and Career
Fans,Neutral,Sports and Recreation
emphasize,Neutral,Personal Growth and Development
enthusiasm,Neutral,Hobbies and Interests
mentioned,Neutral,Current Events
Sorta,Neutral,Hobbies and Interests
Atophommach,Neutral,Sports and Recreation
We,Neutral,Nature and Environment
must,Neutral,Philosophy and Ethics
defend,Neutral,Philosophy and Ethics
Interfere,Disingenuous,Culture and Society
Grim,Neutral,Current Events
Reassuring,Reassuring,Relationships
Oddly,Reassuring,Hobbies and Interests
Buying,Neutral,Work and Career
Thrilled,Neutral,Entertainment
GuyDealership,Neutral,Work and Career
Hearing,Investigate,Health and Fitness
Spot,Neutral,Sports and Recreation
AtJarennc,Neutral,Fashion and Style
Persist,Agree,Personal Growth and Development
Home,Exploring,15. Home and Family
Foxu,Neutral,Pets and Animals
Objecting,Excellent,Philosophy and Ethics
Espouse,Excellent,Philosophy and Ethics
Atsruhle,Neutral,Hobbies and Interests
ATMiked,Neutral,Technology and Gadgets
Ads,Incorrect,Work and Career
